id,original,team,surface,pronunciation,type,category,scope,wikidata,image,image_page,position,description
3914,時崎 悠,水戸ホーリーホック,悠,ユウ,given,player,jleague,Q4386222,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_15fa8430a2.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_15fa8430a2.svg,DF,NA。
3915,普光院 誠,ガイナーレ鳥取,普光院 誠,フコウイン マコト,full,player,jleague,Q28003070,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_af16d8e5e1.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_af16d8e5e1.svg,MF,NA。
3915,普光院 誠,ガイナーレ鳥取,普光院,フコウイン,family,player,jleague,Q28003070,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_af16d8e5e1.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_af16d8e5e1.svg,MF,NA。
3915,普光院 誠,ガイナーレ鳥取,誠,マコト,given,player,jleague,Q28003070,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_af16d8e5e1.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_af16d8e5e1.svg,MF,NA。
3916,景山 健司,カターレ富山,景山 健司,カゲヤマ ケンジ,full,player,jleague,Q6389335,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_196a2815d0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_196a2815d0.svg,MF,NA。
3916,景山 健司,カターレ富山,景山,カゲヤマ,family,player,jleague,Q6389335,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_196a2815d0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_196a2815d0.svg,MF,NA。
3916,景山 健司,カターレ富山,健司,ケンジ,given,player,jleague,Q6389335,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_196a2815d0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_196a2815d0.svg,MF,NA。
3917,晴山 岬,FC町田ゼルビア,晴山 岬,ハルヤマ ミサキ,full,player,jleague,Q86743855,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_44ca1b20cd.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_44ca1b20cd.svg,FW,NA。
3917,晴山 岬,FC町田ゼルビア,晴山,ハルヤマ,family,player,jleague,Q86743855,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_44ca1b20cd.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_44ca1b20cd.svg,FW,NA。
3917,晴山 岬,FC町田ゼルビア,岬,ミサキ,given,player,jleague,Q86743855,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_44ca1b20cd.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_44ca1b20cd.svg,FW,NA。
3918,曵地 裕哉,愛媛FC,曵地 裕哉,ヒキチ ユウヤ,full,player,jleague,Q11066783,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_ec6908203c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_ec6908203c.svg,GK,NA。
3918,曵地 裕哉,愛媛FC,曵地,ヒキチ,family,player,jleague,Q11066783,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_ec6908203c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_ec6908203c.svg,GK,NA。
3918,曵地 裕哉,愛媛FC,裕哉,ユウヤ,given,player,jleague,Q11066783,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_ec6908203c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_ec6908203c.svg,GK,NA。
3919,曽ヶ端 準,鹿島アントラーズ,曽ヶ端 準,ソガハタ ヒトシ,full,player,jleague,Q713990,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_91b2f6af43.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_91b2f6af43.svg,GK,NA。
3919,曽ヶ端 準,鹿島アントラーズ,曽ヶ端,ソガハタ,family,player,jleague,Q713990,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_91b2f6af43.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_91b2f6af43.svg,GK,NA。
3919,曽ヶ端 準,鹿島アントラーズ,準,ヒトシ,given,player,jleague,Q713990,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_91b2f6af43.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_91b2f6af43.svg,GK,NA。
3920,曽我 大地,ガイナーレ鳥取,曽我 大地,ソガ ダイチ,full,player,jleague,Q22961564,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_56c1296953.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_56c1296953.svg,DF/MF,NA。
3920,曽我 大地,ガイナーレ鳥取,曽我,ソガ,family,player,jleague,Q22961564,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_56c1296953.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_56c1296953.svg,DF/MF,NA。
3920,曽我 大地,ガイナーレ鳥取,大地,ダイチ,given,player,jleague,Q22961564,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_56c1296953.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_56c1296953.svg,DF/MF,NA。
3921,曽我部 慶太,SC相模原,曽我部 慶太,ソガベ ケイタ,full,player,jleague,Q11515294,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_9cca4e08c0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_9cca4e08c0.svg,MF,NA。
3921,曽我部 慶太,SC相模原,曽我部,ソガベ,family,player,jleague,Q11515294,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_9cca4e08c0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_9cca4e08c0.svg,MF,NA。
3921,曽我部 慶太,SC相模原,慶太,ケイタ,given,player,jleague,Q11515294,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_9cca4e08c0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_9cca4e08c0.svg,MF,NA。
3922,曽根田 穣,愛媛FC,曽根田 穣,ソネダ ユタカ,full,player,jleague,Q30924903,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_373fefd81e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_373fefd81e.svg,MF,NA。
3922,曽根田 穣,愛媛FC,曽根田,ソネダ,family,player,jleague,Q30924903,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_373fefd81e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_373fefd81e.svg,MF,NA。
3922,曽根田 穣,愛媛FC,穣,ユタカ,given,player,jleague,Q30924903,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_373fefd81e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_373fefd81e.svg,MF,NA。
3923,曽田 一騎,FC琉球OKINAWA,曽田 一騎,ソタ カズキ,full,player,jleague,Q116989320,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_a3e467423a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_a3e467423a.svg,FW,NA。
3923,曽田 一騎,FC琉球OKINAWA,曽田,ソタ,family,player,jleague,Q116989320,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_a3e467423a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_a3e467423a.svg,FW,NA。
3923,曽田 一騎,FC琉球OKINAWA,一騎,カズキ,given,player,jleague,Q116989320,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_a3e467423a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_a3e467423a.svg,FW,NA。
3924,曽田 雄志,北海道コンサドーレ札幌,曽田 雄志,ソダ ユウシ,full,player,jleague,Q2143068,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_4f07916b13.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_4f07916b13.svg,DF/FW,NA。
3924,曽田 雄志,北海道コンサドーレ札幌,曽田,ソダ,family,player,jleague,Q2143068,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_4f07916b13.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_4f07916b13.svg,DF/FW,NA。
3924,曽田 雄志,北海道コンサドーレ札幌,雄志,ユウシ,given,player,jleague,Q2143068,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_4f07916b13.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_4f07916b13.svg,DF/FW,NA。
3925,有働 夢叶,大分トリニータ,有働 夢叶,ウドウ シュウト,full,player,jleague,Q125449164,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_cec4d34b7c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_cec4d34b7c.svg,FW,NA。
3925,有働 夢叶,大分トリニータ,有働,ウドウ,family,player,jleague,Q125449164,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_cec4d34b7c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_cec4d34b7c.svg,FW,NA。
3925,有働 夢叶,大分トリニータ,夢叶,シュウト,given,player,jleague,Q125449164,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_cec4d34b7c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_cec4d34b7c.svg,FW,NA。
3926,有光 亮太,V・ファーレン長崎,有光 亮太,アリミツ リョウタ,full,player,jleague,Q3246705,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_c8707dd6a7.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_c8707dd6a7.svg,FW,NA。
3926,有光 亮太,V・ファーレン長崎,有光,アリミツ,family,player,jleague,Q3246705,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_c8707dd6a7.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_c8707dd6a7.svg,FW,NA。
3926,有光 亮太,V・ファーレン長崎,亮太,リョウタ,given,player,jleague,Q3246705,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_c8707dd6a7.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_c8707dd6a7.svg,FW,NA。
3927,有村 光史,ロアッソ熊本,有村 光史,アリムラ コウジ,full,player,jleague,Q2153219,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_18f3898074.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_18f3898074.svg,DF,NA。
3927,有村 光史,ロアッソ熊本,有村,アリムラ,family,player,jleague,Q2153219,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_18f3898074.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_18f3898074.svg,DF,NA。
3927,有村 光史,ロアッソ熊本,光史,コウジ,given,player,jleague,Q2153219,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_18f3898074.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_18f3898074.svg,DF,NA。
3928,有永 一生,岩手,有永 一生,アリナガ カズキ,full,player,jleague,Q11516546,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_0ee694b685.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_0ee694b685.svg,DF,NA。
3928,有永 一生,岩手,有永,アリナガ,family,player,jleague,Q11516546,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_0ee694b685.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_0ee694b685.svg,DF,NA。
3928,有永 一生,岩手,一生,カズキ,given,player,jleague,Q11516546,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_0ee694b685.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_0ee694b685.svg,DF,NA。
3929,有田 光希,鹿児島ユナイテッドFC,有田 光希,アリタ コウキ,full,player,jleague,Q257490,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_7d0b7e815a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_7d0b7e815a.svg,FW,NA。
3929,有田 光希,鹿児島ユナイテッドFC,有田,アリタ,family,player,jleague,Q257490,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_7d0b7e815a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_7d0b7e815a.svg,FW,NA。
3929,有田 光希,鹿児島ユナイテッドFC,光希,コウキ,given,player,jleague,Q257490,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_7d0b7e815a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_7d0b7e815a.svg,FW,NA。
3930,有田 恵人,ベガルタ仙台,有田 恵人,アリタ ケイト,full,player,jleague,Q124982364,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_edcbc8c687.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_edcbc8c687.svg,MF,NA。
3930,有田 恵人,ベガルタ仙台,有田,アリタ,family,player,jleague,Q124982364,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_edcbc8c687.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_edcbc8c687.svg,MF,NA。
3930,有田 恵人,ベガルタ仙台,恵人,ケイト,given,player,jleague,Q124982364,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_edcbc8c687.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_edcbc8c687.svg,MF,NA。
3931,有田 朱里,カマタマーレ讃岐,有田 朱里,アリタ シュリ,full,player,jleague,Q140290301,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_881e162c78.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_881e162c78.svg,MF,NA。
3931,有田 朱里,カマタマーレ讃岐,有田,アリタ,family,player,jleague,Q140290301,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_881e162c78.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_881e162c78.svg,MF,NA。
3931,有田 朱里,カマタマーレ讃岐,朱里,シュリ,given,player,jleague,Q140290301,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_881e162c78.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_881e162c78.svg,MF,NA。
3932,有田 稜,鹿児島ユナイテッドFC,有田 稜,アリタ リョウ,full,player,jleague,Q111113079,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_f644aa50d9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_f644aa50d9.svg,FW,NA。
3932,有田 稜,鹿児島ユナイテッドFC,有田,アリタ,family,player,jleague,Q111113079,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_f644aa50d9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_f644aa50d9.svg,FW,NA。
3932,有田 稜,鹿児島ユナイテッドFC,稜,リョウ,given,player,jleague,Q111113079,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_f644aa50d9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_f644aa50d9.svg,FW,NA。
3933,有薗 真吾,ギラヴァンツ北九州,有薗 真吾,アリゾノ シンゴ,full,player,jleague,Q7497476,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_92398c656a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_92398c656a.svg,DF,NA。
3933,有薗 真吾,ギラヴァンツ北九州,有薗,アリゾノ,family,player,jleague,Q7497476,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_92398c656a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_92398c656a.svg,DF,NA。
3933,有薗 真吾,ギラヴァンツ北九州,真吾,シンゴ,given,player,jleague,Q7497476,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_92398c656a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_92398c656a.svg,DF,NA。
3934,有間 潤,ヴァンラーレ八戸,有間 潤,アリマ ジュン,full,player,jleague,Q22117810,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_b01348bbee.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_b01348bbee.svg,FW,NA。
3934,有間 潤,ヴァンラーレ八戸,有間,アリマ,family,player,jleague,Q22117810,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_b01348bbee.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_b01348bbee.svg,FW,NA。
3934,有間 潤,ヴァンラーレ八戸,潤,ジュン,given,player,jleague,Q22117810,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_b01348bbee.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_b01348bbee.svg,FW,NA。
3935,有馬 幸太郎,大分トリニータ,有馬 幸太郎,アリマ コウタロウ,full,player,jleague,Q60990559,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_49a9b5a236.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_49a9b5a236.svg,FW,NA。
3935,有馬 幸太郎,大分トリニータ,有馬,アリマ,family,player,jleague,Q60990559,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_49a9b5a236.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_49a9b5a236.svg,FW,NA。
3935,有馬 幸太郎,大分トリニータ,幸太郎,コウタロウ,given,player,jleague,Q60990559,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_49a9b5a236.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_49a9b5a236.svg,FW,NA。
3936,有馬 賢二,横浜FC,有馬 賢二,アリマ ケンジ,full,player,jleague,Q1440396,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_8643df8083.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_8643df8083.svg,FW,NA。
3936,有馬 賢二,横浜FC,有馬,アリマ,family,player,jleague,Q1440396,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_8643df8083.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_8643df8083.svg,FW,NA。
3936,有馬 賢二,横浜FC,賢二,ケンジ,given,player,jleague,Q1440396,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_8643df8083.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_8643df8083.svg,FW,NA。
3937,服部 一輝,FC大阪,服部 一輝,ハットリ カズキ,full,player,jleague,Q38276793,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_9b4b5b43d0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_9b4b5b43d0.svg,GK,NA。
3937,服部 一輝,FC大阪,服部,ハットリ,family,player,jleague,Q38276793,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_9b4b5b43d0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_9b4b5b43d0.svg,GK,NA。
3937,服部 一輝,FC大阪,一輝,カズキ,given,player,jleague,Q38276793,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_9b4b5b43d0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_9b4b5b43d0.svg,GK,NA。
3938,服部 公太,ファジアーノ岡山FC,服部 公太,ハットリ コウタ,full,player,jleague,Q763926,http://commons.wikimedia.org/wiki/Special:FilePath/Kapfenberg-sanfrecce_hiroshima-20100620-kota-hattori.jpg,https://commons.wikimedia.org/wiki/File:Kapfenberg-sanfrecce_hiroshima-20100620-kota-hattori.jpg,DF/MF,NA。
3938,服部 公太,ファジアーノ岡山FC,服部,ハットリ,family,player,jleague,Q763926,http://commons.wikimedia.org/wiki/Special:FilePath/Kapfenberg-sanfrecce_hiroshima-20100620-kota-hattori.jpg,https://commons.wikimedia.org/wiki/File:Kapfenberg-sanfrecce_hiroshima-20100620-kota-hattori.jpg,DF/MF,NA。
3938,服部 公太,ファジアーノ岡山FC,公太,コウタ,given,player,jleague,Q763926,http://commons.wikimedia.org/wiki/Special:FilePath/Kapfenberg-sanfrecce_hiroshima-20100620-kota-hattori.jpg,https://commons.wikimedia.org/wiki/File:Kapfenberg-sanfrecce_hiroshima-20100620-kota-hattori.jpg,DF/MF,NA。
3939,服部 大樹,横浜スポーツ&カルチャークラブ,服部 大樹,ハットリ ダイキ,full,player,jleague,Q11516904,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_088ad0f396.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_088ad0f396.svg,DF,NA。
3939,服部 大樹,横浜スポーツ&カルチャークラブ,服部,ハットリ,family,player,jleague,Q11516904,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_088ad0f396.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_088ad0f396.svg,DF,NA。
3939,服部 大樹,横浜スポーツ&カルチャークラブ,大樹,ダイキ,given,player,jleague,Q11516904,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_088ad0f396.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_088ad0f396.svg,DF,NA。
3940,服部 年宏,FC岐阜,服部 年宏,ハットリ トシヒロ,full,player,jleague,Q495803,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_d821d53cc5.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_d821d53cc5.svg,DF/MF,NA。
3940,服部 年宏,FC岐阜,服部,ハットリ,family,player,jleague,Q495803,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_d821d53cc5.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_d821d53cc5.svg,DF/MF,NA。
3940,服部 年宏,FC岐阜,年宏,トシヒロ,given,player,jleague,Q495803,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_d821d53cc5.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_d821d53cc5.svg,DF/MF,NA。
3941,服部 浩紀,サガン鳥栖,服部 浩紀,ハットリ ヒロキ,full,player,jleague,Q1255999,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_f721e5f403.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_f721e5f403.svg,FW,NA。
3941,服部 浩紀,サガン鳥栖,服部,ハットリ,family,player,jleague,Q1255999,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_f721e5f403.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_f721e5f403.svg,FW,NA。
3941,服部 浩紀,サガン鳥栖,浩紀,ヒロキ,given,player,jleague,Q1255999,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_f721e5f403.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_f721e5f403.svg,FW,NA。
3942,望月 ヘンリー海輝,FC町田ゼルビア,望月 ヘンリー海輝,モチヅキ ヘンリー,full,player,jleague,Q124434108,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_70f2382fb6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_70f2382fb6.svg,DF,NA。
3942,望月 ヘンリー海輝,FC町田ゼルビア,望月,モチヅキ,family,player,jleague,Q124434108,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_70f2382fb6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_70f2382fb6.svg,DF,NA。
3942,望月 ヘンリー海輝,FC町田ゼルビア,ヘンリー海輝,ヘンリー,given,player,jleague,Q124434108,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_70f2382fb6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_70f2382fb6.svg,DF,NA。
3943,望月 嶺臣,京都サンガF.C.,望月 嶺臣,モチヅキ レオ,full,player,jleague,Q11517086,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_4f99b8a64f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_4f99b8a64f.svg,MF,NA。
3943,望月 嶺臣,京都サンガF.C.,望月,モチヅキ,family,player,jleague,Q11517086,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_4f99b8a64f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_4f99b8a64f.svg,MF,NA。
3943,望月 嶺臣,京都サンガF.C.,嶺臣,レオ,given,player,jleague,Q11517086,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_4f99b8a64f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_4f99b8a64f.svg,MF,NA。
3944,望月 想空,奈良クラブ,望月 想空,モチヅキ ソラ,full,player,jleague,Q125546744,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_b3f66fa950.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_b3f66fa950.svg,FW,NA。
3944,望月 想空,奈良クラブ,望月,モチヅキ,family,player,jleague,Q125546744,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_b3f66fa950.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_b3f66fa950.svg,FW,NA。
3944,望月 想空,奈良クラブ,想空,ソラ,given,player,jleague,Q125546744,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_b3f66fa950.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_b3f66fa950.svg,FW,NA。
3945,望月 慎之,京都サンガF.C.,望月 慎之,モチヅキ チカユキ,full,player,jleague,Q3264040,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_a6edeff749.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_a6edeff749.svg,MF,NA。
3945,望月 慎之,京都サンガF.C.,望月,モチヅキ,family,player,jleague,Q3264040,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_a6edeff749.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_a6edeff749.svg,MF,NA。
3945,望月 慎之,京都サンガF.C.,慎之,チカユキ,given,player,jleague,Q3264040,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_a6edeff749.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_a6edeff749.svg,MF,NA。
