id,original,team,surface,pronunciation,type,org_id,image,image_page
5354,納屋米吉,南海,納屋米吉,ナヤヨネキチ,full,5354,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_8b8ac7491d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_8b8ac7491d.svg
5354,納屋米吉,南海,米吉,ヨネキチ,given,5354,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_8b8ac7491d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_8b8ac7491d.svg
5355,奈良友夫,タイガース,奈良,ナラ,family,5355,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_02c8329917.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_02c8329917.svg
5355,奈良友夫,タイガース,奈良友夫,ナラトモオ,full,5355,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_02c8329917.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_02c8329917.svg
5355,奈良友夫,タイガース,友夫,トモオ,given,5355,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_02c8329917.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_02c8329917.svg
5356,奈良不二也,阪急,奈良,ナラ,family,5356,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f308128e2c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f308128e2c.svg
5356,奈良不二也,阪急,奈良不二也,ナラフジヤ,full,5356,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f308128e2c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f308128e2c.svg
5356,奈良不二也,阪急,不二也,フジヤ,given,5356,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f308128e2c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f308128e2c.svg
5357,奈良将史,近鉄,奈良,ナラ,family,5357,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_5ac62c2dac.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_5ac62c2dac.svg
5357,奈良将史,近鉄,奈良将史,ナラマサシ,full,5357,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_5ac62c2dac.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_5ac62c2dac.svg
5357,奈良将史,近鉄,将史,マサシ,given,5357,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_5ac62c2dac.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_5ac62c2dac.svg
5358,奈良木陸,巨人,奈良木,ナラキ,family,5358,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ceaae9a0fc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ceaae9a0fc.svg
5358,奈良木陸,巨人,奈良木陸,ナラキリク,full,5358,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ceaae9a0fc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ceaae9a0fc.svg
5358,奈良木陸,巨人,陸,リク,given,5358,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ceaae9a0fc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ceaae9a0fc.svg
5359,楢崎量,大洋,楢崎,ナラザキ,family,5359,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f7ad783be8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f7ad783be8.svg
5359,楢崎量,大洋,楢崎量,ナラザキカズオ,full,5359,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f7ad783be8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f7ad783be8.svg
5359,楢崎量,大洋,量,カズオ,given,5359,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f7ad783be8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f7ad783be8.svg
5360,奈良原浩,西武-日本ハム-中日,奈良原,ナラハラ,family,5360,http://commons.wikimedia.org/wiki/Special:FilePath/Narahara_hiroshi.jpg,https://commons.wikimedia.org/wiki/File:Narahara_hiroshi.jpg
5360,奈良原浩,西武-日本ハム-中日,奈良原浩,ナラハラヒロシ,full,5360,http://commons.wikimedia.org/wiki/Special:FilePath/Narahara_hiroshi.jpg,https://commons.wikimedia.org/wiki/File:Narahara_hiroshi.jpg
5360,奈良原浩,西武-日本ハム-中日,浩,ヒロシ,given,5360,http://commons.wikimedia.org/wiki/Special:FilePath/Narahara_hiroshi.jpg,https://commons.wikimedia.org/wiki/File:Narahara_hiroshi.jpg
5361,成重春生,ロッテ-西武-巨人,成重,ナリシゲ,family,5361,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_a4d3cd63e4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_a4d3cd63e4.svg
5361,成重春生,ロッテ-西武-巨人,成重春生,ナリシゲハルオ,full,5361,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_a4d3cd63e4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_a4d3cd63e4.svg
5361,成重春生,ロッテ-西武-巨人,春生,ハルオ,given,5361,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_a4d3cd63e4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_a4d3cd63e4.svg
5362,成田翔,ロッテ,成田,ナリタ,family,5362,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%88%90%E7%94%B0%E7%BF%94%E6%8A%95%E6%89%8B.jpg,https://commons.wikimedia.org/wiki/File:%E6%88%90%E7%94%B0%E7%BF%94%E6%8A%95%E6%89%8B.jpg
5362,成田翔,ロッテ,成田翔,ナリタカケル,full,5362,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%88%90%E7%94%B0%E7%BF%94%E6%8A%95%E6%89%8B.jpg,https://commons.wikimedia.org/wiki/File:%E6%88%90%E7%94%B0%E7%BF%94%E6%8A%95%E6%89%8B.jpg
5362,成田翔,ロッテ,翔,カケル,given,5362,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%88%90%E7%94%B0%E7%BF%94%E6%8A%95%E6%89%8B.jpg,https://commons.wikimedia.org/wiki/File:%E6%88%90%E7%94%B0%E7%BF%94%E6%8A%95%E6%89%8B.jpg
5363,成田啓二,国鉄,成田,ナリタ,family,5363,http://commons.wikimedia.org/wiki/Special:FilePath/Keiji_Narita_1950_Scan10015.jpg,https://commons.wikimedia.org/wiki/File:Keiji_Narita_1950_Scan10015.jpg
5363,成田啓二,国鉄,成田啓二,ナリタケイジ,full,5363,http://commons.wikimedia.org/wiki/Special:FilePath/Keiji_Narita_1950_Scan10015.jpg,https://commons.wikimedia.org/wiki/File:Keiji_Narita_1950_Scan10015.jpg
5363,成田啓二,国鉄,啓二,ケイジ,given,5363,http://commons.wikimedia.org/wiki/Special:FilePath/Keiji_Narita_1950_Scan10015.jpg,https://commons.wikimedia.org/wiki/File:Keiji_Narita_1950_Scan10015.jpg
5364,成田友三郎,巨人,成田,ナリタ,family,5364,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0d6b46998d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0d6b46998d.svg
5364,成田友三郎,巨人,成田友三郎,ナリタトモサブロウ,full,5364,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0d6b46998d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0d6b46998d.svg
5364,成田友三郎,巨人,友三郎,トモサブロウ,given,5364,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0d6b46998d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0d6b46998d.svg
5365,成田昇,ヤクルト,成田,ナリタ,family,5365,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_19403f5e22.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_19403f5e22.svg
5365,成田昇,ヤクルト,成田昇,ナリタノボル,full,5365,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_19403f5e22.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_19403f5e22.svg
5365,成田昇,ヤクルト,昇,ノボル,given,5365,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_19403f5e22.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_19403f5e22.svg
5366,成田秀秋,中日,成田,ナリタ,family,5366,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3065a478d0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3065a478d0.svg
5366,成田秀秋,中日,成田秀秋,ナリタヒデアキ,full,5366,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3065a478d0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3065a478d0.svg
5366,成田秀秋,中日,秀秋,ヒデアキ,given,5366,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3065a478d0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3065a478d0.svg
5367,成田文男,東京・ロッテ-日本ハム,成田,ナリタ,family,5367,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_8b15cebef3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_8b15cebef3.svg
5367,成田文男,東京・ロッテ-日本ハム,成田文男,ナリタフミオ,full,5367,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_8b15cebef3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_8b15cebef3.svg
5367,成田文男,東京・ロッテ-日本ハム,文男,フミオ,given,5367,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_8b15cebef3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_8b15cebef3.svg
5368,成田光弘,大毎-阪急,成田,ナリタ,family,5368,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_172b413baf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_172b413baf.svg
5368,成田光弘,大毎-阪急,成田光弘,ナリタミツヒロ,full,5368,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_172b413baf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_172b413baf.svg
5368,成田光弘,大毎-阪急,光弘,ミツヒロ,given,5368,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_172b413baf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_172b413baf.svg
5369,成田幸洋,西武-大洋,成田,ナリタ,family,5369,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_260ea6412e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_260ea6412e.svg
5369,成田幸洋,西武-大洋,成田幸洋,ナリタユキヒロ,full,5369,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_260ea6412e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_260ea6412e.svg
5369,成田幸洋,西武-大洋,幸洋,ユキヒロ,given,5369,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_260ea6412e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_260ea6412e.svg
5370,成本年秀,ロッテ-阪神-ヤクルト,成本,ナリモト,family,5370,http://commons.wikimedia.org/wiki/Special:FilePath/Narimoto_toshihide.jpg,https://commons.wikimedia.org/wiki/File:Narimoto_toshihide.jpg
5370,成本年秀,ロッテ-阪神-ヤクルト,成本年秀,ナリモトトシヒデ,full,5370,http://commons.wikimedia.org/wiki/Special:FilePath/Narimoto_toshihide.jpg,https://commons.wikimedia.org/wiki/File:Narimoto_toshihide.jpg
5370,成本年秀,ロッテ-阪神-ヤクルト,年秀,トシヒデ,given,5370,http://commons.wikimedia.org/wiki/Special:FilePath/Narimoto_toshihide.jpg,https://commons.wikimedia.org/wiki/File:Narimoto_toshihide.jpg
5371,成瀬功亮,巨人,成瀬,ナルセ,family,5371,http://commons.wikimedia.org/wiki/Special:FilePath/Giants_naruse_020.jpg,https://commons.wikimedia.org/wiki/File:Giants_naruse_020.jpg
5371,成瀬功亮,巨人,成瀬功亮,ナルセコウスケ,full,5371,http://commons.wikimedia.org/wiki/Special:FilePath/Giants_naruse_020.jpg,https://commons.wikimedia.org/wiki/File:Giants_naruse_020.jpg
5371,成瀬功亮,巨人,功亮,コウスケ,given,5371,http://commons.wikimedia.org/wiki/Special:FilePath/Giants_naruse_020.jpg,https://commons.wikimedia.org/wiki/File:Giants_naruse_020.jpg
5372,成瀬芳輝,大東京,成瀬,ナルセ,family,5372,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_53e4bd429f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_53e4bd429f.svg
5372,成瀬芳輝,大東京,成瀬芳輝,ナルセヨシテル,full,5372,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_53e4bd429f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_53e4bd429f.svg
5372,成瀬芳輝,大東京,芳輝,ヨシテル,given,5372,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_53e4bd429f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_53e4bd429f.svg
5373,成瀬善久,ロッテ-ヤクルト-オリックス,成瀬,ナルセ,family,5373,http://commons.wikimedia.org/wiki/Special:FilePath/2011marines_naruse.jpg,https://commons.wikimedia.org/wiki/File:2011marines_naruse.jpg
5373,成瀬善久,ロッテ-ヤクルト-オリックス,成瀬善久,ナルセヨシヒサ,full,5373,http://commons.wikimedia.org/wiki/Special:FilePath/2011marines_naruse.jpg,https://commons.wikimedia.org/wiki/File:2011marines_naruse.jpg
5373,成瀬善久,ロッテ-ヤクルト-オリックス,善久,ヨシヒサ,given,5373,http://commons.wikimedia.org/wiki/Special:FilePath/2011marines_naruse.jpg,https://commons.wikimedia.org/wiki/File:2011marines_naruse.jpg
5374,縄田洋海,西鉄-太平洋,縄田,ナワダ,family,5374,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d9742f75fb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d9742f75fb.svg
5374,縄田洋海,西鉄-太平洋,縄田洋海,ナワダヒロウミ,full,5374,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d9742f75fb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d9742f75fb.svg
5374,縄田洋海,西鉄-太平洋,洋海,ヒロウミ,given,5374,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d9742f75fb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d9742f75fb.svg
5375,難波幸治,日本ハム,難波,ナンバ,family,5375,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dbed1e239f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dbed1e239f.svg
5375,難波幸治,日本ハム,難波幸治,ナンバコウジ,full,5375,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dbed1e239f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dbed1e239f.svg
5375,難波幸治,日本ハム,幸治,コウジ,given,5375,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dbed1e239f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dbed1e239f.svg
5376,難波昭二郎,巨人-西鉄,難波,ナンバ,family,5376,http://commons.wikimedia.org/wiki/Special:FilePath/Shojiro_Namba_1959_Scan10019.jpg,https://commons.wikimedia.org/wiki/File:Shojiro_Namba_1959_Scan10019.jpg
5376,難波昭二郎,巨人-西鉄,難波昭二郎,ナンバショウジロウ,full,5376,http://commons.wikimedia.org/wiki/Special:FilePath/Shojiro_Namba_1959_Scan10019.jpg,https://commons.wikimedia.org/wiki/File:Shojiro_Namba_1959_Scan10019.jpg
5376,難波昭二郎,巨人-西鉄,昭二郎,ショウジロウ,given,5376,http://commons.wikimedia.org/wiki/Special:FilePath/Shojiro_Namba_1959_Scan10019.jpg,https://commons.wikimedia.org/wiki/File:Shojiro_Namba_1959_Scan10019.jpg
5377,難波侑平,日本ハム,難波,ナンバ,family,5377,http://commons.wikimedia.org/wiki/Special:FilePath/%E9%9B%A3%E6%B3%A2%E4%BE%91%E5%B9%B3%E9%81%B8%E6%89%8B.jpg,https://commons.wikimedia.org/wiki/File:%E9%9B%A3%E6%B3%A2%E4%BE%91%E5%B9%B3%E9%81%B8%E6%89%8B.jpg
5377,難波侑平,日本ハム,難波侑平,ナンバユウヘイ,full,5377,http://commons.wikimedia.org/wiki/Special:FilePath/%E9%9B%A3%E6%B3%A2%E4%BE%91%E5%B9%B3%E9%81%B8%E6%89%8B.jpg,https://commons.wikimedia.org/wiki/File:%E9%9B%A3%E6%B3%A2%E4%BE%91%E5%B9%B3%E9%81%B8%E6%89%8B.jpg
5377,難波侑平,日本ハム,侑平,ユウヘイ,given,5377,http://commons.wikimedia.org/wiki/Special:FilePath/%E9%9B%A3%E6%B3%A2%E4%BE%91%E5%B9%B3%E9%81%B8%E6%89%8B.jpg,https://commons.wikimedia.org/wiki/File:%E9%9B%A3%E6%B3%A2%E4%BE%91%E5%B9%B3%E9%81%B8%E6%89%8B.jpg
5378,新留国良,西鉄-阪急,新留,ニイトメ,family,5378,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_9d68925c1b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_9d68925c1b.svg
5378,新留国良,西鉄-阪急,新留国良,ニイトメクニヨシ,full,5378,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_9d68925c1b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_9d68925c1b.svg
5378,新留国良,西鉄-阪急,国良,クニヨシ,given,5378,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_9d68925c1b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_9d68925c1b.svg
5379,新沼慎二,横浜・DeNA,新沼,ニイヌマ,family,5379,http://commons.wikimedia.org/wiki/Special:FilePath/20141122_Shinji_Niinuma%2Ccoach_of_the_Yokohama_DeNA_BayStars%2C_at_Yokohama_Stadium.JPG,https://commons.wikimedia.org/wiki/File:20141122_Shinji_Niinuma%2Ccoach_of_the_Yokohama_DeNA_BayStars%2C_at_Yokohama_Stadium.JPG
5379,新沼慎二,横浜・DeNA,新沼慎二,ニイヌマシンジ,full,5379,http://commons.wikimedia.org/wiki/Special:FilePath/20141122_Shinji_Niinuma%2Ccoach_of_the_Yokohama_DeNA_BayStars%2C_at_Yokohama_Stadium.JPG,https://commons.wikimedia.org/wiki/File:20141122_Shinji_Niinuma%2Ccoach_of_the_Yokohama_DeNA_BayStars%2C_at_Yokohama_Stadium.JPG
5379,新沼慎二,横浜・DeNA,慎二,シンジ,given,5379,http://commons.wikimedia.org/wiki/Special:FilePath/20141122_Shinji_Niinuma%2Ccoach_of_the_Yokohama_DeNA_BayStars%2C_at_Yokohama_Stadium.JPG,https://commons.wikimedia.org/wiki/File:20141122_Shinji_Niinuma%2Ccoach_of_the_Yokohama_DeNA_BayStars%2C_at_Yokohama_Stadium.JPG
5380,新治伸治,大洋,新治,ニイハリ,family,5380,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_28a70299a0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_28a70299a0.svg
5380,新治伸治,大洋,新治伸治,ニイハリシンジ,full,5380,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_28a70299a0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_28a70299a0.svg
5380,新治伸治,大洋,伸治,シンジ,given,5380,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_28a70299a0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_28a70299a0.svg
5381,ボブ・ニーマン,中日,ニーマン,ニーマン,family,5381,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f69b33fa07.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f69b33fa07.svg
5381,ボブ・ニーマン,中日,ボブ・ニーマン,ボブ・ニーマン,full,5381,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f69b33fa07.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f69b33fa07.svg
5381,ボブ・ニーマン,中日,ボブ,ボブ,given,5381,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f69b33fa07.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f69b33fa07.svg
5382,新美敏,日拓・日本ハム-広島,新,ニイミ,family,5382,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e06ce2d3c8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e06ce2d3c8.svg
5382,新美敏,日拓・日本ハム-広島,新美敏,ニイミサトシ,full,5382,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e06ce2d3c8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e06ce2d3c8.svg
5382,新美敏,日拓・日本ハム-広島,美敏,サトシ,given,5382,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e06ce2d3c8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e06ce2d3c8.svg
5383,新山彰忠,南海,新山,ニイヤマ,family,5383,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_79ca2729de.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_79ca2729de.svg
5383,新山彰忠,南海,新山彰忠,ニイヤマアキタダ,full,5383,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_79ca2729de.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_79ca2729de.svg
5383,新山彰忠,南海,彰忠,アキタダ,given,5383,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_79ca2729de.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_79ca2729de.svg
5384,ザック・ニール,西武,ニール,ニール,family,5384,http://commons.wikimedia.org/wiki/Special:FilePath/Zach_Neal_2016.jpg,https://commons.wikimedia.org/wiki/File:Zach_Neal_2016.jpg
5384,ザック・ニール,西武,ザック・ニール,ザック・ニール,full,5384,http://commons.wikimedia.org/wiki/Special:FilePath/Zach_Neal_2016.jpg,https://commons.wikimedia.org/wiki/File:Zach_Neal_2016.jpg
5384,ザック・ニール,西武,ザック,ザック,given,5384,http://commons.wikimedia.org/wiki/Special:FilePath/Zach_Neal_2016.jpg,https://commons.wikimedia.org/wiki/File:Zach_Neal_2016.jpg
5385,トロイ・ニール,オリックス,ニール,ニール,family,5385,http://commons.wikimedia.org/wiki/Special:FilePath/1988_Grand_Slam_-_Troy_Neel_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:1988_Grand_Slam_-_Troy_Neel_%28cropped%29.jpg
5385,トロイ・ニール,オリックス,トロイ・ニール,トロイ・ニール,full,5385,http://commons.wikimedia.org/wiki/Special:FilePath/1988_Grand_Slam_-_Troy_Neel_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:1988_Grand_Slam_-_Troy_Neel_%28cropped%29.jpg
5385,トロイ・ニール,オリックス,トロイ,トロイ,given,5385,http://commons.wikimedia.org/wiki/Special:FilePath/1988_Grand_Slam_-_Troy_Neel_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:1988_Grand_Slam_-_Troy_Neel_%28cropped%29.jpg
5386,新浦壽夫,巨人-大洋-ダイエー-ヤクルト,新浦,ニウラ,family,5386,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_978c5f6f93.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_978c5f6f93.svg
5386,新浦壽夫,巨人-大洋-ダイエー-ヤクルト,新浦壽夫,ニウラヒサオ,full,5386,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_978c5f6f93.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_978c5f6f93.svg
5386,新浦壽夫,巨人-大洋-ダイエー-ヤクルト,壽夫,ヒサオ,given,5386,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_978c5f6f93.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_978c5f6f93.svg
5387,メルビン・ニエベス,ダイエー,ニエベス,ニエベス,family,5387,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_10b6335a16.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_10b6335a16.svg
5387,メルビン・ニエベス,ダイエー,メルビン・ニエベス,メルビン・ニエベス,full,5387,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_10b6335a16.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_10b6335a16.svg
5387,メルビン・ニエベス,ダイエー,メルビン,メルビン,given,5387,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_10b6335a16.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_10b6335a16.svg
5388,二岡智宏,巨人-日本ハム,二岡,ニオカ,family,5388,http://commons.wikimedia.org/wiki/Special:FilePath/Tomohiro_Nioka_2009_Japan_Series.jpg,https://commons.wikimedia.org/wiki/File:Tomohiro_Nioka_2009_Japan_Series.jpg
5388,二岡智宏,巨人-日本ハム,二岡智宏,ニオカトモヒロ,full,5388,http://commons.wikimedia.org/wiki/Special:FilePath/Tomohiro_Nioka_2009_Japan_Series.jpg,https://commons.wikimedia.org/wiki/File:Tomohiro_Nioka_2009_Japan_Series.jpg
5388,二岡智宏,巨人-日本ハム,智宏,トモヒロ,given,5388,http://commons.wikimedia.org/wiki/Special:FilePath/Tomohiro_Nioka_2009_Japan_Series.jpg,https://commons.wikimedia.org/wiki/File:Tomohiro_Nioka_2009_Japan_Series.jpg
5389,仁木安,阪急-朝日-阪急,仁木,ニキ,family,5389,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c31452b73c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c31452b73c.svg
