id,original,surface,pronunciation,class,extinct,family,genus,image,image_page,wikidata
2761,シルバー・ファーン,シルバー・ファーン,シルバー・ファーン,シダ植物,no,ヘゴ科,ヘゴ属,http://commons.wikimedia.org/wiki/Special:FilePath/Silver-fern.jpg,https://commons.wikimedia.org/wiki/File:Silver-fern.jpg,Q1248008
2762,シルバー・プリンセス,シルバー・プリンセス,シルバー・プリンセス,双子葉,no,フトモモ科,ユーカリ属,http://commons.wikimedia.org/wiki/Special:FilePath/Silver_Princess_full_view_SMC_Jan_2007.jpg,https://commons.wikimedia.org/wiki/File:Silver_Princess_full_view_SMC_Jan_2007.jpg,Q962750
2763,シルプス・フィリペス,シルプス・フィリペス,シルプス・フィリペス,単子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_monocot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
2764,シレトコスミレ,シレトコスミレ,シレトコスミレ,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
2765,シレネ・カペンシス,シレネ・カペンシス,シレネ・カペンシス,双子葉,no,ナデシコ科,マンテマ属,http://commons.wikimedia.org/wiki/Special:FilePath/Silene_undulata_subsp_undulata_1DS-II_6003.jpg,https://commons.wikimedia.org/wiki/File:Silene_undulata_subsp_undulata_1DS-II_6003.jpg,Q150591
2766,シレネ・バラッテイ,シレネ・バラッテイ,シレネ・バラッテイ,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
2767,シロアカシア,シロアカシア,シロアカシア,双子葉,no,マメ科,Faidherbia,http://commons.wikimedia.org/wiki/Special:FilePath/Faidherbia_albida.JPG,https://commons.wikimedia.org/wiki/File:Faidherbia_albida.JPG,Q483240
2768,シロイヌナズナ,シロイヌナズナ,シロイヌナズナ,双子葉,no,アブラナ科,シロイヌナズナ属,http://commons.wikimedia.org/wiki/Special:FilePath/Arabidopsis_thaliana.jpg,https://commons.wikimedia.org/wiki/File:Arabidopsis_thaliana.jpg,Q158695
2769,シロイヌノヒゲ,シロイヌノヒゲ,シロイヌノヒゲ,単子葉,no,ホシクサ科,ホシクサ属,http://commons.wikimedia.org/wiki/Special:FilePath/Eriocaulon_sikokianum.JPG,https://commons.wikimedia.org/wiki/File:Eriocaulon_sikokianum.JPG,Q5883481
2770,シロウマオウギ,シロウマオウギ,シロウマオウギ,双子葉,no,マメ科,ゲンゲ属,http://commons.wikimedia.org/wiki/Special:FilePath/Astragalus_shiroumensis.jpg,https://commons.wikimedia.org/wiki/File:Astragalus_shiroumensis.jpg,Q15523751
2771,シロウマリンドウ,シロウマリンドウ,シロウマリンドウ,双子葉,no,リンドウ科,Gentianopsis,http://commons.wikimedia.org/wiki/Special:FilePath/Gentianopsis_yabei_%28flower_s2%29.JPG,https://commons.wikimedia.org/wiki/File:Gentianopsis_yabei_%28flower_s2%29.JPG,Q15565540
2772,シロガネヨシ,シロガネヨシ,シロガネヨシ,単子葉,no,イネ科,シロガネヨシ属,http://commons.wikimedia.org/wiki/Special:FilePath/Cortaderia_selloana0.jpg,https://commons.wikimedia.org/wiki/File:Cortaderia_selloana0.jpg,Q470109
2773,シロガラシ,シロガラシ,シロガラシ,双子葉,no,アブラナ科,シロガラシ属,http://commons.wikimedia.org/wiki/Special:FilePath/Sinapis_alba_1.JPG,https://commons.wikimedia.org/wiki/File:Sinapis_alba_1.JPG,Q146202
2774,シロギニアヤム,シロギニアヤム,シロギニアヤム,単子葉,no,ヤマノイモ科,ヤマノイモ属,http://commons.wikimedia.org/wiki/Special:FilePath/Own_yam.jpg,https://commons.wikimedia.org/wiki/File:Own_yam.jpg,Q5279594
2775,シロギリ,シロギリ,シロギリ,双子葉,no,アオイ科,Pterospermum,http://commons.wikimedia.org/wiki/Special:FilePath/Kanak_Champa_%28Pterospermum_acerifolium%29_in_Hyderabad_W_IMG_7126.jpg,https://commons.wikimedia.org/wiki/File:Kanak_Champa_%28Pterospermum_acerifolium%29_in_Hyderabad_W_IMG_7126.jpg,Q33221
2776,シログワイ,シログワイ,シログワイ,単子葉,no,カヤツリグサ科,ハリイ属,http://commons.wikimedia.org/wiki/Special:FilePath/Eleocharis_dulcis_Blanco1.15.jpg,https://commons.wikimedia.org/wiki/File:Eleocharis_dulcis_Blanco1.15.jpg,Q932664
2777,シロコヤマモモ,シロコヤマモモ,シロコヤマモモ,双子葉,no,ヤマモモ科,Morella,http://commons.wikimedia.org/wiki/Special:FilePath/Starr_031108-0155_Morella_cerifera.jpg,https://commons.wikimedia.org/wiki/File:Starr_031108-0155_Morella_cerifera.jpg,Q1109693
2778,シロゴチョウ,シロゴチョウ,シロゴチョウ,双子葉,no,マメ科,ツノクサネム属,http://commons.wikimedia.org/wiki/Special:FilePath/Starr_050518-1632_Sesbania_grandiflora.jpg,https://commons.wikimedia.org/wiki/File:Starr_050518-1632_Sesbania_grandiflora.jpg,Q947251
2779,シロザ,シロザ,シロザ,双子葉,no,アカザ科,Chenopodium,http://commons.wikimedia.org/wiki/Special:FilePath/Melganzenvoet_bloeiwijze_Chenopodium_album.jpg,https://commons.wikimedia.org/wiki/File:Melganzenvoet_bloeiwijze_Chenopodium_album.jpg,Q158610
2780,シロシマウチワ,シロシマウチワ,シロシマウチワ,単子葉,no,サトイモ科,アンスリウム属,http://commons.wikimedia.org/wiki/Special:FilePath/Alismatales_-_Anthurium_crystallinum_2.jpg,https://commons.wikimedia.org/wiki/File:Alismatales_-_Anthurium_crystallinum_2.jpg,Q4067647
2781,シロシラガゴケ,シロシラガゴケ,シロシラガゴケ,コケ植物,no,Dicranaceae,シラガゴケ属,http://commons.wikimedia.org/wiki/Special:FilePath/Leucobryum_glaucum.jpg,https://commons.wikimedia.org/wiki/File:Leucobryum_glaucum.jpg,Q1500863
2782,シロスジカエデ,シロスジカエデ,シロスジカエデ,双子葉,no,ムクロジ科,カエデ属,http://commons.wikimedia.org/wiki/Special:FilePath/Stiped_Maple_%284750636617%29.jpg,https://commons.wikimedia.org/wiki/File:Stiped_Maple_%284750636617%29.jpg,Q1190312
2783,シロスミレ,シロスミレ,シロスミレ,双子葉,no,スミレ科,スミレ属,http://commons.wikimedia.org/wiki/Special:FilePath/Viola_patrinii_3.jpg,https://commons.wikimedia.org/wiki/File:Viola_patrinii_3.jpg,Q15232346
2784,シロタエギク,シロタエギク,シロタエギク,双子葉,no,キク科,ヤコバエア属,http://commons.wikimedia.org/wiki/Special:FilePath/Senecio_cineraria_Ghajn_Tuffieha_Malta_01.jpg,https://commons.wikimedia.org/wiki/File:Senecio_cineraria_Ghajn_Tuffieha_Malta_01.jpg,Q13217438
2785,シロダモ,シロダモ,シロダモ,双子葉,no,クスノキ科,シロダモ属,http://commons.wikimedia.org/wiki/Special:FilePath/Neolitsea_sericea2.jpg,https://commons.wikimedia.org/wiki/File:Neolitsea_sericea2.jpg,Q5792530
2786,シロツメクサ,シロツメクサ,シロツメクサ,双子葉,no,マメ科,シャジクソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Illustration_Trifolium_repens1.jpg,https://commons.wikimedia.org/wiki/File:Illustration_Trifolium_repens1.jpg,Q148675
2787,シロデマリ,シロデマリ,シロデマリ,双子葉,no,アカネ科,サンタンカ属,http://commons.wikimedia.org/wiki/Special:FilePath/Ixora_finlaysoniana_-_Jardin_Botanique_de_Lyon_-_DSC05403.JPG,https://commons.wikimedia.org/wiki/File:Ixora_finlaysoniana_-_Jardin_Botanique_de_Lyon_-_DSC05403.JPG,Q5923633
2788,シロドウダン,シロドウダン,シロドウダン,双子葉,no,ツツジ科,ドウダンツツジ属,http://commons.wikimedia.org/wiki/Special:FilePath/Enkianthus_cernuus_f._rubens_1.JPG,https://commons.wikimedia.org/wiki/File:Enkianthus_cernuus_f._rubens_1.JPG,Q15377104
2789,シロネ,シロネ,シロネ,双子葉,no,シソ科,シロネ属,http://commons.wikimedia.org/wiki/Special:FilePath/Lycopus_lucidus_1.JPG,https://commons.wikimedia.org/wiki/File:Lycopus_lucidus_1.JPG,Q2913472
2790,シロバナイガコウゾリナ,シロバナイガコウゾリナ,シロバナイガコウゾリナ,双子葉,no,キク科,Elephantopus,http://commons.wikimedia.org/wiki/Special:FilePath/Elephantopus_mollis_sirobanaigakzrn01.jpg,https://commons.wikimedia.org/wiki/File:Elephantopus_mollis_sirobanaigakzrn01.jpg,Q11126839
2791,シロバナサクラタデ,シロバナサクラタデ,シロバナサクラタデ,双子葉,no,タデ科,イヌタデ属,http://commons.wikimedia.org/wiki/Special:FilePath/Persicaria_japonica_02.JPG,https://commons.wikimedia.org/wiki/File:Persicaria_japonica_02.JPG,Q16185177
2792,シロバナタンポポ,シロバナタンポポ,シロバナタンポポ,双子葉,no,キク科,タンポポ属,http://commons.wikimedia.org/wiki/Special:FilePath/T_albidum01.jpg,https://commons.wikimedia.org/wiki/File:T_albidum01.jpg,Q1044230
2793,シロバナトウウチソウ,シロバナトウウチソウ,シロバナトウウチソウ,双子葉,no,バラ科,ワレモコウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Sanguisorba_albiflora_1.JPG,https://commons.wikimedia.org/wiki/File:Sanguisorba_albiflora_1.JPG,Q17042150
2794,シロバナネコノメソウ,シロバナネコノメソウ,シロバナネコノメソウ,双子葉,no,ユキノシタ科,ネコノメソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Chrysosplenium_album.jpg,https://commons.wikimedia.org/wiki/File:Chrysosplenium_album.jpg,Q15546808
2795,シロバナノヘビイチゴ,シロバナノヘビイチゴ,シロバナノヘビイチゴ,双子葉,no,バラ科,オランダイチゴ属,http://commons.wikimedia.org/wiki/Special:FilePath/Fragaria_nipponica1UME.jpg,https://commons.wikimedia.org/wiki/File:Fragaria_nipponica1UME.jpg,Q3259227
2796,シロバナハンショウヅル,シロバナハンショウヅル,シロバナハンショウヅル,双子葉,no,キンポウゲ科,センニンソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Clematis_williamsii_1.JPG,https://commons.wikimedia.org/wiki/File:Clematis_williamsii_1.JPG,Q15371016
2797,シロバナミヤコグサ,シロバナミヤコグサ,シロバナミヤコグサ,双子葉,no,マメ科,ミヤコグサ属,http://commons.wikimedia.org/wiki/Special:FilePath/Mnf_flower_of_Lotus_taitungensis.jpg,https://commons.wikimedia.org/wiki/File:Mnf_flower_of_Lotus_taitungensis.jpg,Q15436645
2798,シロバナムシヨケギク,シロバナムシヨケギク,シロバナムシヨケギク,双子葉,no,キク科,ヨモギギク属,http://commons.wikimedia.org/wiki/Special:FilePath/Tanacetum_cinerariifolium_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-269.jpg,https://commons.wikimedia.org/wiki/File:Tanacetum_cinerariifolium_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-269.jpg,Q1158053
2799,シロバナヨウシュチョウセンアサガオ,シロバナヨウシュチョウセンアサガオ,シロバナヨウシュチョウセンアサガオ,双子葉,no,ナス科,チョウセンアサガオ属,http://commons.wikimedia.org/wiki/Special:FilePath/Datura_stramonium_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-051.jpg,https://commons.wikimedia.org/wiki/File:Datura_stramonium_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-051.jpg,Q30959
2800,シロバナワタ,シロバナワタ,シロバナワタ,双子葉,no,アオイ科,綿花,http://commons.wikimedia.org/wiki/Special:FilePath/Bekl%C3%A4dnadsv%C3%A4xter%2C_Gossypium_herbaceum%2C_Nordisk_familjebok.png,https://commons.wikimedia.org/wiki/File:Bekl%C3%A4dnadsv%C3%A4xter%2C_Gossypium_herbaceum%2C_Nordisk_familjebok.png,Q177615
2801,シロミセンニンコク,シロミセンニンコク,シロミセンニンコク,双子葉,no,ヒユ科,ヒユ属,http://commons.wikimedia.org/wiki/Special:FilePath/Amaranthus_hypochondriacus-szg.jpg,https://commons.wikimedia.org/wiki/File:Amaranthus_hypochondriacus-szg.jpg,Q159611
2802,シロモジ,シロモジ,シロモジ,双子葉,no,クスノキ科,クロモジ属,http://commons.wikimedia.org/wiki/Special:FilePath/Lindera_triloba.jpg,https://commons.wikimedia.org/wiki/File:Lindera_triloba.jpg,Q15548205
2803,シロヤシオ,シロヤシオ,シロヤシオ,双子葉,no,ツツジ科,ツツジ属,http://commons.wikimedia.org/wiki/Special:FilePath/Rhododendron_quinquefolium02.JPG,https://commons.wikimedia.org/wiki/File:Rhododendron_quinquefolium02.JPG,Q2193897
2804,シロヤナギ,シロヤナギ,シロヤナギ,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
2805,シロヤマゼンマイ,シロヤマゼンマイ,シロヤマゼンマイ,シダ植物,no,ゼンマイ科,ゼンマイ属,http://commons.wikimedia.org/wiki/Special:FilePath/Gardenology.org-IMG_0804_rbgs10dec.jpg,https://commons.wikimedia.org/wiki/File:Gardenology.org-IMG_0804_rbgs10dec.jpg,Q7107255
2806,シロヤマブキ,シロヤマブキ,シロヤマブキ,双子葉,no,バラ科,Rhodotypos,http://commons.wikimedia.org/wiki/Special:FilePath/Rhodotypos-scandens.JPG,https://commons.wikimedia.org/wiki/File:Rhodotypos-scandens.JPG,Q135191
2807,シロヨモギ,シロヨモギ,シロヨモギ,双子葉,no,キク科,ヨモギ属,http://commons.wikimedia.org/wiki/Special:FilePath/Dusty_Miller%2C_Coastal_Mitigation_Nursery%2C_Craigville_MA.jpg,https://commons.wikimedia.org/wiki/File:Dusty_Miller%2C_Coastal_Mitigation_Nursery%2C_Craigville_MA.jpg,Q2862331
2808,シンエイザクラ,シンエイザクラ,シンエイザクラ,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
2809,シンクリノイガ,シンクリノイガ,シンクリノイガ,単子葉,no,イネ科,クリノイガ属,http://commons.wikimedia.org/wiki/Special:FilePath/Cenchrus_echinatus_173595725.jpeg,https://commons.wikimedia.org/wiki/File:Cenchrus_echinatus_173595725.jpeg,Q4925284
2810,シンジュガヤ,シンジュガヤ,シンジュガヤ,単子葉,no,カヤツリグサ科,シンジュガヤ属,http://commons.wikimedia.org/wiki/Special:FilePath/Scleria_levis_sinjugy01.jpg,https://commons.wikimedia.org/wiki/File:Scleria_levis_sinjugy01.jpg,Q15563961
2811,シンノウヤシ,シンノウヤシ,シンノウヤシ,単子葉,no,ヤシ科,ナツメヤシ属,http://commons.wikimedia.org/wiki/Special:FilePath/Starr_070124-3839_Phoenix_roebelenii.jpg,https://commons.wikimedia.org/wiki/File:Starr_070124-3839_Phoenix_roebelenii.jpg,Q164113
2812,シンビディウム・インシグネ,シンビディウム・インシグネ,シンビディウム・インシグネ,単子葉,no,ラン科,シュンラン属,http://commons.wikimedia.org/wiki/Special:FilePath/Cymbidium_insigne_-_Curtis%27_136_%28Ser._4_no._6%29_pl._8312_%281910%29.jpg,https://commons.wikimedia.org/wiki/File:Cymbidium_insigne_-_Curtis%27_136_%28Ser._4_no._6%29_pl._8312_%281910%29.jpg,Q13026071
2813,シンブルベリー,シンブルベリー,シンブルベリー,双子葉,no,バラ科,キイチゴ属,http://commons.wikimedia.org/wiki/Special:FilePath/Rubus_parviflorus_9481.JPG,https://commons.wikimedia.org/wiki/File:Rubus_parviflorus_9481.JPG,Q2614003
2814,シークヮーサー,シークヮーサー,シークヮーサー,双子葉,no,ミカン科,ミカン属,http://commons.wikimedia.org/wiki/Special:FilePath/Shikwasa-1.jpg,https://commons.wikimedia.org/wiki/File:Shikwasa-1.jpg,Q2233999
2815,シースパゲッティ,シースパゲッティ,シースパゲッティ,藻類,no,Himanthaliaceae,Himanthalia,http://commons.wikimedia.org/wiki/Special:FilePath/Zeespaghetti.jpg,https://commons.wikimedia.org/wiki/File:Zeespaghetti.jpg,Q1636443
2816,シーパーム,シーパーム,シーパーム,藻類,no,コンブ科,Postelsia,http://commons.wikimedia.org/wiki/Special:FilePath/Postelsia_palmaeformis_Salt_Point.jpg,https://commons.wikimedia.org/wiki/File:Postelsia_palmaeformis_Salt_Point.jpg,Q3399824
2817,シーマニア・シルバティカ,シーマニア・シルバティカ,シーマニア・シルバティカ,双子葉,no,イワタバコ科,シーマニア属,http://commons.wikimedia.org/wiki/Special:FilePath/Gardenology.org-IMG_1821_hunt09oct.jpg,https://commons.wikimedia.org/wiki/File:Gardenology.org-IMG_1821_hunt09oct.jpg,Q15443827
2818,ジェラニウム・ディッセクトゥム,ジェラニウム・ディッセクトゥム,ジェラニウム・ディッセクトゥム,双子葉,no,フウロソウ科,フウロソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Geranium_February_2008-1.jpg,https://commons.wikimedia.org/wiki/File:Geranium_February_2008-1.jpg,Q158413
2819,ジガバチソウ,ジガバチソウ,ジガバチソウ,単子葉,no,ラン科,クモキリソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Liparis_krameri_1.JPG,https://commons.wikimedia.org/wiki/File:Liparis_krameri_1.JPG,Q11041746
2820,ジビジビ,ジビジビ,ジビジビ,双子葉,no,マメ科,オウコチョウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Dividivi_on_aruba.jpg,https://commons.wikimedia.org/wiki/File:Dividivi_on_aruba.jpg,Q1230627
2821,ジブラルタル・キャンディタフト,ジブラルタル・キャンディタフト,ジブラルタル・キャンディタフト,双子葉,no,アブラナ科,イベリス属,http://commons.wikimedia.org/wiki/Special:FilePath/Gibraltar_Candytuft_1.JPG,https://commons.wikimedia.org/wiki/File:Gibraltar_Candytuft_1.JPG,Q1575025
2822,ジムカデ,ジムカデ,ジムカデ,双子葉,no,ツツジ科,Harrimanella,http://commons.wikimedia.org/wiki/Special:FilePath/Harrimanella_stelleriana.JPG,https://commons.wikimedia.org/wiki/File:Harrimanella_stelleriana.JPG,Q17249451
2823,ジャイアント・ホグウィード,ジャイアント・ホグウィード,ジャイアント・ホグウィード,双子葉,no,セリ科,ハナウド属,http://commons.wikimedia.org/wiki/Special:FilePath/0_Heracleum_mantegazzianum%2C_native%2C_Zelenchuksky_District%2C_Karachay-Cherkessia%2C_Caucasus_Mts%2C_Russia_1.jpg,https://commons.wikimedia.org/wiki/File:0_Heracleum_mantegazzianum%2C_native%2C_Zelenchuksky_District%2C_Karachay-Cherkessia%2C_Caucasus_Mts%2C_Russia_1.jpg,Q826602
2824,ジャガイモ,ジャガイモ,ジャガイモ,双子葉,no,ナス科,ナス属,http://commons.wikimedia.org/wiki/Special:FilePath/234_Solanum_tuberosum_L.jpg,https://commons.wikimedia.org/wiki/File:234_Solanum_tuberosum_L.jpg,Q10998
2825,ジャケツイバラ,ジャケツイバラ,ジャケツイバラ,双子葉,no,マメ科,オウコチョウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Starr_011205-0119_Caesalpinia_decapetala.jpg,https://commons.wikimedia.org/wiki/File:Starr_011205-0119_Caesalpinia_decapetala.jpg,Q2720939
2826,ジャコウアオイ,ジャコウアオイ,ジャコウアオイ,双子葉,no,アオイ科,ゼニアオイ属,http://commons.wikimedia.org/wiki/Special:FilePath/Malva_moschata_20060708163508wp.jpg,https://commons.wikimedia.org/wiki/File:Malva_moschata_20060708163508wp.jpg,Q157920
2827,ジャコウソウ,ジャコウソウ,ジャコウソウ,双子葉,no,シソ科,ジャコウソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Chelonopsis_moschata_1.JPG,https://commons.wikimedia.org/wiki/File:Chelonopsis_moschata_1.JPG,Q15351395
2828,ジャコウソウモドキ,ジャコウソウモドキ,ジャコウソウモドキ,双子葉,no,オオバコ科,Chelone,http://commons.wikimedia.org/wiki/Special:FilePath/Chelone_lyonii1.jpg,https://commons.wikimedia.org/wiki/File:Chelone_lyonii1.jpg,Q15351189
2829,ジャゴケ,ジャゴケ,ジャゴケ,コケ植物,no,Conocephalaceae,Conocephalum,http://commons.wikimedia.org/wiki/Special:FilePath/Conocephalum_conicum_%28e%2C_144739-474742%29_1022.jpg,https://commons.wikimedia.org/wiki/File:Conocephalum_conicum_%28e%2C_144739-474742%29_1022.jpg,Q476335
2830,ジャショウ,ジャショウ,ジャショウ,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
2831,ジャニンジン,ジャニンジン,ジャニンジン,双子葉,no,アブラナ科,タネツケバナ属,http://commons.wikimedia.org/wiki/Special:FilePath/Cardamine_impatiens_eF.jpg,https://commons.wikimedia.org/wiki/File:Cardamine_impatiens_eF.jpg,Q158221
2832,ジャノヒゲ,ジャノヒゲ,ジャノヒゲ,単子葉,no,クサスギカズラ科,ジャノヒゲ属,http://commons.wikimedia.org/wiki/Special:FilePath/Japonska_ka%C4%8Dja_brada.jpg,https://commons.wikimedia.org/wiki/File:Japonska_ka%C4%8Dja_brada.jpg,Q537448
2833,ジャノメエリカ,ジャノメエリカ,ジャノメエリカ,双子葉,no,ツツジ科,エリカ属,http://commons.wikimedia.org/wiki/Special:FilePath/Erica_canaliculata1.jpg,https://commons.wikimedia.org/wiki/File:Erica_canaliculata1.jpg,Q5387940
2834,ジャバラ,ジャバラ,ジャバラ,双子葉,no,ミカン科,ミカン属,http://commons.wikimedia.org/wiki/Special:FilePath/Citrus_jabara_by_OpenCage.jpg,https://commons.wikimedia.org/wiki/File:Citrus_jabara_by_OpenCage.jpg,Q21247775
2835,ジャボチカバ,ジャボチカバ,ジャボチカバ,双子葉,no,フトモモ科,Plinia,http://commons.wikimedia.org/wiki/Special:FilePath/Flor_de_jaboticaba_%28Myrciaria_cauliflora%29_CASA_de_mam%C3%A2%2C_Sao_Paulo.jpg,https://commons.wikimedia.org/wiki/File:Flor_de_jaboticaba_%28Myrciaria_cauliflora%29_CASA_de_mam%C3%A2%2C_Sao_Paulo.jpg,Q1973619
2836,ジャヤナギ,ジャヤナギ,ジャヤナギ,双子葉,no,ヤナギ科,ヤナギ属,http://commons.wikimedia.org/wiki/Special:FilePath/Salix_eriocarpa1.jpg,https://commons.wikimedia.org/wiki/File:Salix_eriocarpa1.jpg,Q3268082
2837,ジャラ,ジャラ,ジャラ,双子葉,no,フトモモ科,ユーカリ属,http://commons.wikimedia.org/wiki/Special:FilePath/Jarrah_tree_burls_01_gnangarra.JPG,https://commons.wikimedia.org/wiki/File:Jarrah_tree_burls_01_gnangarra.JPG,Q140557
2838,ジャワニーズ・エーデルワイス,ジャワニーズ・エーデルワイス,ジャワニーズ・エーデルワイス,双子葉,no,キク科,ヤマハハコ属,http://commons.wikimedia.org/wiki/Special:FilePath/Javanese_Edelwiss_at_Mount_Bromo.jpg,https://commons.wikimedia.org/wiki/File:Javanese_Edelwiss_at_Mount_Bromo.jpg,Q4184247
2839,ジャワヒギリ,ジャワヒギリ,ジャワヒギリ,双子葉,no,シソ科,クレロデンドルム,http://commons.wikimedia.org/wiki/Special:FilePath/Verbenaceae_-_Clerodendrum_speciosissimum.JPG,https://commons.wikimedia.org/wiki/File:Verbenaceae_-_Clerodendrum_speciosissimum.JPG,Q2978978
2840,ジャワビャクズク,ジャワビャクズク,ジャワビャクズク,単子葉,no,ショウガ科,アモムム属,http://commons.wikimedia.org/wiki/Special:FilePath/Amom_compact_101127-09530_ltn.jpg,https://commons.wikimedia.org/wiki/File:Amom_compact_101127-09530_ltn.jpg,Q14941762
2841,ジャングルサップ,ジャングルサップ,ジャングルサップ,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
2842,ジュウニヒトエ,ジュウニヒトエ,ジュウニヒトエ,双子葉,no,シソ科,キランソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Ajuga_nipponensis_8.JPG,https://commons.wikimedia.org/wiki/File:Ajuga_nipponensis_8.JPG,Q15224061
2843,ジュウモンジシダ,ジュウモンジシダ,ジュウモンジシダ,シダ植物,no,オシダ科,イノデ属,http://commons.wikimedia.org/wiki/Special:FilePath/Polystichum_tripteron_jyuumonjisd.jpg,https://commons.wikimedia.org/wiki/File:Polystichum_tripteron_jyuumonjisd.jpg,Q5873898
2844,ジュズサンゴ,ジュズサンゴ,ジュズサンゴ,双子葉,no,ヤマゴボウ科,Rivina,http://commons.wikimedia.org/wiki/Special:FilePath/Rivina_humilis_%28fruit%29.jpg,https://commons.wikimedia.org/wiki/File:Rivina_humilis_%28fruit%29.jpg,Q886492
2845,ジュズスゲ,ジュズスゲ,ジュズスゲ,単子葉,no,カヤツリグサ科,スゲ属,http://commons.wikimedia.org/wiki/Special:FilePath/Carex_ischnostachya_juzusg02.jpg,https://commons.wikimedia.org/wiki/File:Carex_ischnostachya_juzusg02.jpg,Q2938537
2846,ジュズダマ,ジュズダマ,ジュズダマ,単子葉,no,イネ科,Coix,http://commons.wikimedia.org/wiki/Special:FilePath/Coix_lacryma-jobi1.jpg,https://commons.wikimedia.org/wiki/File:Coix_lacryma-jobi1.jpg,Q827098
2847,ジュンサイ,ジュンサイ,ジュンサイ,双子葉,no,ハゴロモモ科,Brasenia,http://commons.wikimedia.org/wiki/Special:FilePath/BraseniaAlt.jpg,https://commons.wikimedia.org/wiki/File:BraseniaAlt.jpg,Q10913294
2848,ジューンベリー,ジューンベリー,ジューンベリー,双子葉,no,バラ科,ザイフリボク属,http://commons.wikimedia.org/wiki/Special:FilePath/Amelanchier_canadensis_flower.jpg,https://commons.wikimedia.org/wiki/File:Amelanchier_canadensis_flower.jpg,Q159030
2849,ジョウイ,ジョウイ,ジョウイ,単子葉,no,カヤツリグサ科,ノグザ属,http://commons.wikimedia.org/wiki/Special:FilePath/Schoenus_brevifolius_in_flower_%286086650133%29.jpg,https://commons.wikimedia.org/wiki/File:Schoenus_brevifolius_in_flower_%286086650133%29.jpg,Q7431985
2850,ジョウシュウオニアザミ,ジョウシュウオニアザミ,ジョウシュウオニアザミ,双子葉,no,キク科,アザミ属,http://commons.wikimedia.org/wiki/Special:FilePath/Cirsium_okamotoi_080923.JPG,https://commons.wikimedia.org/wiki/File:Cirsium_okamotoi_080923.JPG,Q5707958
2851,ジョウシュウトリカブト,ジョウシュウトリカブト,ジョウシュウトリカブト,双子葉,no,キンポウゲ科,トリカブト属,http://commons.wikimedia.org/wiki/Special:FilePath/Aconitum_tonense_1.JPG,https://commons.wikimedia.org/wiki/File:Aconitum_tonense_1.JPG,Q116456344
2852,ジョウロウスゲ,ジョウロウスゲ,ジョウロウスゲ,単子葉,no,カヤツリグサ科,スゲ属,http://commons.wikimedia.org/wiki/Special:FilePath/Carex_capricornis_96160223.jpg,https://commons.wikimedia.org/wiki/File:Carex_capricornis_96160223.jpg,Q2938409
2853,ジョシュア・ツリー,ジョシュア・ツリー,ジョシュア・ツリー,単子葉,no,リュウゼツラン科,ユッカ属,http://commons.wikimedia.org/wiki/Special:FilePath/Joshua_Tree_NP_-_Joshua_Tree_2.jpg,https://commons.wikimedia.org/wiki/File:Joshua_Tree_NP_-_Joshua_Tree_2.jpg,Q1378081
2854,ジョロモク,ジョロモク,ジョロモク,藻類,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_algae.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
