id,original,surface,pronunciation,type,category,org,debut_year,status,image,image_page,wikidata,channel,description,subscribers,subscribers_as_of,image_credit,image_usage,image_terms_page,scope
937,夢追翔,夢追翔,ユメオイカケル,full,vtuber,にじさんじ,2018,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/b450137e2b104488ae11a2c32156dd6a/liver-full-body_Kakeru_Yumeoi.png.webp,https://www.nijisanji.jp/talents/l/kakeru-yumeoi,Q91260093,夢追翔のJUKE BOX,企画配信など幅広い内容を配信している。,384000,2026-08-15,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan
938,大神ミオ,大神,オオカミ,family,vtuber,いろはにほへっと あやふぶみ/ホロライブゲーマーズ,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Ookami-Mio_pr-img_01.png,https://hololive.hololivepro.com/talents/ookami-mio/,Q106840546,Mio Channel 大神ミオ,バーチャルアイドル。,1350000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
938,大神ミオ,ミオ,ミオ,given,vtuber,いろはにほへっと あやふぶみ/ホロライブゲーマーズ,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Ookami-Mio_pr-img_01.png,https://hololive.hololivepro.com/talents/ookami-mio/,Q106840546,Mio Channel 大神ミオ,バーチャルアイドル。,1350000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
938,大神ミオ,大神ミオ,オオカミミオ,full,vtuber,いろはにほへっと あやふぶみ/ホロライブゲーマーズ,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Ookami-Mio_pr-img_01.png,https://hololive.hololivepro.com/talents/ookami-mio/,Q106840546,Mio Channel 大神ミオ,バーチャルアイドル。,1350000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
939,大空スバル,大空,オオゾラ,family,vtuber,カバー株式会社/ホロライブ/ホロライブ2期生,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Oozora-Subaru_pr-img_01.webp,https://hololive.hololivepro.com/talents/oozora-subaru/,Q95972569,Subaru Ch. 大空スバル,ホロライブ2期生のメンバー。,2020000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
939,大空スバル,スバル,スバル,given,vtuber,カバー株式会社/ホロライブ/ホロライブ2期生,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Oozora-Subaru_pr-img_01.webp,https://hololive.hololivepro.com/talents/oozora-subaru/,Q95972569,Subaru Ch. 大空スバル,ホロライブ2期生のメンバー。,2020000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
939,大空スバル,大空スバル,オオゾラスバル,full,vtuber,カバー株式会社/ホロライブ/ホロライブ2期生,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Oozora-Subaru_pr-img_01.webp,https://hololive.hololivepro.com/talents/oozora-subaru/,Q95972569,Subaru Ch. 大空スバル,ホロライブ2期生のメンバー。,2020000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
940,天神子兎音,天神,テンジン,family,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_963f079e80.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_963f079e80.svg,Q56354435,天神 子兎音 Tenjin Kotone,NA,361000,2026-08-15,,,,japan
940,天神子兎音,子兎音,コトネ,given,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_963f079e80.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_963f079e80.svg,Q56354435,天神 子兎音 Tenjin Kotone,NA,361000,2026-08-15,,,,japan
940,天神子兎音,天神子兎音,テンジンコトネ,full,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_963f079e80.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_963f079e80.svg,Q56354435,天神 子兎音 Tenjin Kotone,NA,361000,2026-08-15,,,,japan
941,天羽しろっぷ,天羽,アマウ,family,vtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_16f9c587e9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_16f9c587e9.svg,Q117264276,天羽しろっぷ 【Amau Syrup】,身バレ系バーチャルYouTuber。,465000,2026-08-15,,,,japan
941,天羽しろっぷ,しろっぷ,シロップ,given,vtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_16f9c587e9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_16f9c587e9.svg,Q117264276,天羽しろっぷ 【Amau Syrup】,身バレ系バーチャルYouTuber。,465000,2026-08-15,,,,japan
941,天羽しろっぷ,天羽しろっぷ,アマウシロップ,full,vtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_16f9c587e9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_16f9c587e9.svg,Q117264276,天羽しろっぷ 【Amau Syrup】,身バレ系バーチャルYouTuber。,465000,2026-08-15,,,,japan
942,天開司,天開,テンカイ,family,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a0639ae8d9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a0639ae8d9.svg,Q109599351,バーチャル債務者youtuber天開司,コミュニティBANsの二代目世話係。,367000,2026-08-15,,,,japan
942,天開司,司,ツカサ,given,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a0639ae8d9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a0639ae8d9.svg,Q109599351,バーチャル債務者youtuber天開司,コミュニティBANsの二代目世話係。,367000,2026-08-15,,,,japan
942,天開司,天開司,テンカイツカサ,full,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a0639ae8d9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a0639ae8d9.svg,Q109599351,バーチャル債務者youtuber天開司,コミュニティBANsの二代目世話係。,367000,2026-08-15,,,,japan
943,天音かなた,天音,アマネ,family,vtuber,NA,2019,former,https://hololive.hololivepro.com/wp-content/uploads/2024/07/Amane-Kanata_pr-img_01.png,https://hololive.hololivepro.com/talents/amane-kanata/,Q89035235,Kanata Ch. 天音かなた,元バーチャルYouTuber（以下、VTuber）、元バーチャルアイドル。,1700000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,unknown
943,天音かなた,かなた,カナタ,given,vtuber,NA,2019,former,https://hololive.hololivepro.com/wp-content/uploads/2024/07/Amane-Kanata_pr-img_01.png,https://hololive.hololivepro.com/talents/amane-kanata/,Q89035235,Kanata Ch. 天音かなた,元バーチャルYouTuber（以下、VTuber）、元バーチャルアイドル。,1700000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,unknown
943,天音かなた,天音かなた,アマネカナタ,full,vtuber,NA,2019,former,https://hololive.hololivepro.com/wp-content/uploads/2024/07/Amane-Kanata_pr-img_01.png,https://hololive.hololivepro.com/talents/amane-kanata/,Q89035235,Kanata Ch. 天音かなた,元バーチャルYouTuber（以下、VTuber）、元バーチャルアイドル。,1700000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,unknown
944,奇ノ駒たんご,奇ノ駒,キノコマ,family,vtuber,NA,2023,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ce011ec66c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ce011ec66c.svg,Q124305593,奇ノ駒たんご【たんごのシロ。 -TANGO's colony- 】,日本きのこマイスター協会公認キャラクター。,16400,2026-08-15,,,,unknown
944,奇ノ駒たんご,たんご,タンゴ,given,vtuber,NA,2023,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ce011ec66c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ce011ec66c.svg,Q124305593,奇ノ駒たんご【たんごのシロ。 -TANGO's colony- 】,日本きのこマイスター協会公認キャラクター。,16400,2026-08-15,,,,unknown
944,奇ノ駒たんご,奇ノ駒たんご,キノコマタンゴ,full,vtuber,NA,2023,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ce011ec66c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ce011ec66c.svg,Q124305593,奇ノ駒たんご【たんごのシロ。 -TANGO's colony- 】,日本きのこマイスター協会公認キャラクター。,16400,2026-08-15,,,,unknown
945,奏みみ,奏みみ,カナデミミ,full,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d53f018114.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d53f018114.svg,Q118288087,奏みみ / MiMi KANADE,歌やライブなどの音楽活動を中心とし、YouTube shortsやTikTokにはダンス動画を多数投稿している。,170000,2026-08-15,,,,japan
946,姫森ルーナ,姫森,ヒメモリ,family,vtuber,ホロライブプロダクション,2020,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Himemori-Luna_pr-img_01.webp,https://hololive.hololivepro.com/talents/himemori-luna/,Q99413776,Luna Ch. 姫森ルーナ,ゲーム実況や歌の他、エレクトーンの演奏も行っている。,1160000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
946,姫森ルーナ,ルーナ,ルーナ,given,vtuber,ホロライブプロダクション,2020,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Himemori-Luna_pr-img_01.webp,https://hololive.hololivepro.com/talents/himemori-luna/,Q99413776,Luna Ch. 姫森ルーナ,ゲーム実況や歌の他、エレクトーンの演奏も行っている。,1160000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
946,姫森ルーナ,姫森ルーナ,ヒメモリルーナ,full,vtuber,ホロライブプロダクション,2020,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Himemori-Luna_pr-img_01.webp,https://hololive.hololivepro.com/talents/himemori-luna/,Q99413776,Luna Ch. 姫森ルーナ,ゲーム実況や歌の他、エレクトーンの演奏も行っている。,1160000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
947,存流,存流,アル,full,vtuber,NA,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_f4f8091107.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_f4f8091107.svg,Q118288833,存流 -ᴀʀᴜ-,日本の歌手、バーチャルシンガー。,111000,2026-08-15,,,,unknown
948,宇宙物理たんbot,宇宙物理たんbot,ウチュウブツリタンボット,full,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_87a102bc63.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_87a102bc63.svg,Q84581403,宇宙物理たんbotのアストロフィジカルトーク,Twitter上のbot、バーチャルYouTuber（VTuber）として活動する仮想的な美少女キャラクター。,9180,2026-08-15,,,,unknown
949,宇推くりあ,宇推くりあ,ウスイクリア,full,vtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_acc3143170.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_acc3143170.svg,Q124049567,宇推くりあ -★Clear Usui Rocket ch.★-,ロケットの打ち上げを中心としてYouTubeやX(旧Twitter)で実況・解説配信をすることで知られる。,90900,2026-08-15,,,,unknown
950,宝鐘マリン,宝鐘,ホウショウ,family,vtuber,ホロライブ/ホロライブ3期生,2019,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Houshou-Marine_pr-img_01.png,https://hololive.hololivepro.com/talents/houshou-marine/,Q99470768,Marine Ch. 宝鐘マリン,バーチャルアイドル。,4400000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
950,宝鐘マリン,マリン,マリン,given,vtuber,ホロライブ/ホロライブ3期生,2019,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Houshou-Marine_pr-img_01.png,https://hololive.hololivepro.com/talents/houshou-marine/,Q99470768,Marine Ch. 宝鐘マリン,バーチャルアイドル。,4400000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
950,宝鐘マリン,宝鐘マリン,ホウショウマリン,full,vtuber,ホロライブ/ホロライブ3期生,2019,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Houshou-Marine_pr-img_01.png,https://hololive.hololivepro.com/talents/houshou-marine/,Q99470768,Marine Ch. 宝鐘マリン,バーチャルアイドル。,4400000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
951,宮原健太,宮原,ミヤハラ,family,vtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_2f4613b1c9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_2f4613b1c9.svg,Q136643778,記者VTuberブンヤ新太,記者VTuberブンヤ新太としても活動。,18900,2026-08-15,,,,japan
951,宮原健太,健太,ケンタ,given,vtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_2f4613b1c9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_2f4613b1c9.svg,Q136643778,記者VTuberブンヤ新太,記者VTuberブンヤ新太としても活動。,18900,2026-08-15,,,,japan
951,宮原健太,宮原健太,ミヤハラケンタ,full,vtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_2f4613b1c9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_2f4613b1c9.svg,Q136643778,記者VTuberブンヤ新太,記者VTuberブンヤ新太としても活動。,18900,2026-08-15,,,,japan
952,富士葵,富士,フジ,family,vtuber,NA,2017,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d7d1e7512f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d7d1e7512f.svg,Q60523884,Aoi ch.,『あおい’sきっず』では子ども向けの歌動画を配信している。,471000,2026-08-15,,,,japan
952,富士葵,葵,アオイ,given,vtuber,NA,2017,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d7d1e7512f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d7d1e7512f.svg,Q60523884,Aoi ch.,『あおい’sきっず』では子ども向けの歌動画を配信している。,471000,2026-08-15,,,,japan
952,富士葵,富士葵,フジアオイ,full,vtuber,NA,2017,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d7d1e7512f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d7d1e7512f.svg,Q60523884,Aoi ch.,『あおい’sきっず』では子ども向けの歌動画を配信している。,471000,2026-08-15,,,,japan
953,射貫まとい,射貫まとい,イヌキマトイ,full,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_41bc84a86f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_41bc84a86f.svg,Q65262847,射貫まといちゃんねる,バーチャルアイドル。,42300,2026-08-15,,,,japan
954,小鳥遊キアラ,小鳥遊,タカナシ,family,vtuber,NA,2020,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Takanashi-Kiara_pr-img_01.webp,https://hololive.hololivepro.com/talents/takanashi-kiara/,Q105772701,Takanashi Kiara Ch. hololive-EN,ホロライブの英語圏を中心に活動する「ホロライブEnglish」の1期生にあたる「Myth（神話）」のメンバー。,1650000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global
954,小鳥遊キアラ,キアラ,キアラ,given,vtuber,NA,2020,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Takanashi-Kiara_pr-img_01.webp,https://hololive.hololivepro.com/talents/takanashi-kiara/,Q105772701,Takanashi Kiara Ch. hololive-EN,ホロライブの英語圏を中心に活動する「ホロライブEnglish」の1期生にあたる「Myth（神話）」のメンバー。,1650000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global
954,小鳥遊キアラ,小鳥遊キアラ,タカナシキアラ,full,vtuber,NA,2020,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Takanashi-Kiara_pr-img_01.webp,https://hololive.hololivepro.com/talents/takanashi-kiara/,Q105772701,Takanashi Kiara Ch. hololive-EN,ホロライブの英語圏を中心に活動する「ホロライブEnglish」の1期生にあたる「Myth（神話）」のメンバー。,1650000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global
955,尾丸ポルカ,尾丸,オマル,family,vtuber,NA,2020,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Omaru-Polka_pr-img_01.webp,https://hololive.hololivepro.com/talents/omaru-polka/,Q104776071,Polka Ch. 尾丸ポルカ,NA,1370000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,unknown
955,尾丸ポルカ,ポルカ,ポルカ,given,vtuber,NA,2020,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Omaru-Polka_pr-img_01.webp,https://hololive.hololivepro.com/talents/omaru-polka/,Q104776071,Polka Ch. 尾丸ポルカ,NA,1370000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,unknown
955,尾丸ポルカ,尾丸ポルカ,オマルポルカ,full,vtuber,NA,2020,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Omaru-Polka_pr-img_01.webp,https://hololive.hololivepro.com/talents/omaru-polka/,Q104776071,Polka Ch. 尾丸ポルカ,NA,1370000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,unknown
956,届木ウカ,届木,トドキ,family,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_9e7fd7ec6b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_9e7fd7ec6b.svg,Q106044748,届木ウカ Todoki Uka Channel,小説家・歌手・3Dモデラー。,44600,2026-08-15,,,,japan
956,届木ウカ,ウカ,ウカ,given,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_9e7fd7ec6b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_9e7fd7ec6b.svg,Q106044748,届木ウカ Todoki Uka Channel,小説家・歌手・3Dモデラー。,44600,2026-08-15,,,,japan
956,届木ウカ,届木ウカ,トドキウカ,full,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_9e7fd7ec6b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_9e7fd7ec6b.svg,Q106044748,届木ウカ Todoki Uka Channel,小説家・歌手・3Dモデラー。,44600,2026-08-15,,,,japan
957,岡本健,岡本,オカモト,family,vtuber,近畿大学,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a025c56d2e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a025c56d2e.svg,Q113567581,ゾンビ先生の『YouTubeゾンビ大学』,日本の観光学者、社会学者。,4580,2026-08-15,,,,japan
957,岡本健,健,タケシ,given,vtuber,近畿大学,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a025c56d2e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a025c56d2e.svg,Q113567581,ゾンビ先生の『YouTubeゾンビ大学』,日本の観光学者、社会学者。,4580,2026-08-15,,,,japan
957,岡本健,岡本健,オカモトタケシ,full,vtuber,近畿大学,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a025c56d2e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a025c56d2e.svg,Q113567581,ゾンビ先生の『YouTubeゾンビ大学』,日本の観光学者、社会学者。,4580,2026-08-15,,,,japan
958,岩手さちこ,岩手,イワテ,family,vtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_6588659123.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_6588659123.svg,Q85879922,岩手さちこ【公式ch】,岩手県公認バーチャルYouTuber。,7540,2026-08-15,,,,unknown
958,岩手さちこ,さちこ,サチコ,given,vtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_6588659123.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_6588659123.svg,Q85879922,岩手さちこ【公式ch】,岩手県公認バーチャルYouTuber。,7540,2026-08-15,,,,unknown
958,岩手さちこ,岩手さちこ,イワテサチコ,full,vtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_6588659123.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_6588659123.svg,Q85879922,岩手さちこ【公式ch】,岩手県公認バーチャルYouTuber。,7540,2026-08-15,,,,unknown
959,常闇トワ,常闇,トコヤミ,family,vtuber,NA,2020,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Tokoyami-Towa_pr-img_01.webp,https://hololive.hololivepro.com/talents/tokoyami-towa/,Q99413618,Towa Ch. 常闇トワ,ホロライブ4期生のメンバー。,1580000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,unknown
959,常闇トワ,トワ,トワ,given,vtuber,NA,2020,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Tokoyami-Towa_pr-img_01.webp,https://hololive.hololivepro.com/talents/tokoyami-towa/,Q99413618,Towa Ch. 常闇トワ,ホロライブ4期生のメンバー。,1580000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,unknown
959,常闇トワ,常闇トワ,トコヤミトワ,full,vtuber,NA,2020,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Tokoyami-Towa_pr-img_01.webp,https://hololive.hololivepro.com/talents/tokoyami-towa/,Q99413618,Towa Ch. 常闇トワ,ホロライブ4期生のメンバー。,1580000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,unknown
960,御伽原江良,御伽原江良,オトギバラエラ,full,vtuber,にじさんじ,2019,former,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_8f6b90f7bb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_8f6b90f7bb.svg,Q83250295,NA,キャラクターデザインは萌木雄太が担当した。,NA,NA,,,,japan
961,懲役太郎,懲役太郎,チョウエキタロウ,full,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_0614a9e1d2.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_0614a9e1d2.svg,Q65268566,懲役太郎チャンネル,匿名の元暴力団員であると自称し、暴力団や反社会的勢力に関する情報を紹介する活動を行っている。,482000,2026-08-15,,,,unknown
962,戌亥とこ,戌亥,イヌイ,family,vtuber,にじさんじ,2019,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/5fcffae3db654f01a4e5442b44514c9a/liver-full-body_Toko_Inui.png,https://www.nijisanji.jp/talents/l/toko-inui,Q107749900,戌亥とこ -Inui Toko-,バーチャルアイドル。,1020000,2026-08-15,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan
962,戌亥とこ,とこ,トコ,given,vtuber,にじさんじ,2019,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/5fcffae3db654f01a4e5442b44514c9a/liver-full-body_Toko_Inui.png,https://www.nijisanji.jp/talents/l/toko-inui,Q107749900,戌亥とこ -Inui Toko-,バーチャルアイドル。,1020000,2026-08-15,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan
962,戌亥とこ,戌亥とこ,イヌイトコ,full,vtuber,にじさんじ,2019,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/5fcffae3db654f01a4e5442b44514c9a/liver-full-body_Toko_Inui.png,https://www.nijisanji.jp/talents/l/toko-inui,Q107749900,戌亥とこ -Inui Toko-,バーチャルアイドル。,1020000,2026-08-15,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan
963,戌神ころね,戌神,イヌガミ,family,vtuber,ホロライブゲーマーズ,2019,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Inugami-Korone_pr-img_01.png,https://hololive.hololivepro.com/talents/inugami-korone/,Q98774527,Korone Ch. 戌神ころね,ホロライブのゲーム実況を中心に活動するユニット「ホロライブゲーマーズ」（以下「ゲーマーズ」）のメンバー。,2280000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
963,戌神ころね,ころね,コロネ,given,vtuber,ホロライブゲーマーズ,2019,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Inugami-Korone_pr-img_01.png,https://hololive.hololivepro.com/talents/inugami-korone/,Q98774527,Korone Ch. 戌神ころね,ホロライブのゲーム実況を中心に活動するユニット「ホロライブゲーマーズ」（以下「ゲーマーズ」）のメンバー。,2280000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
963,戌神ころね,戌神ころね,イヌガミコロネ,full,vtuber,ホロライブゲーマーズ,2019,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Inugami-Korone_pr-img_01.png,https://hololive.hololivepro.com/talents/inugami-korone/,Q98774527,Korone Ch. 戌神ころね,ホロライブのゲーム実況を中心に活動するユニット「ホロライブゲーマーズ」（以下「ゲーマーズ」）のメンバー。,2280000,2026-08-15,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan
